Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2017,Uzbekistan,UZB,-,-,G,JR,P,0,0,17,12,29
2017,Uzbekistan,UZB,-,-,G,NA,P,19,12,44,25,100
2017,Uzbekistan,UZB,-,-,G,RA,P,5,0,35,21,61
2017,Uzbekistan,UZB,-,-,G,TA,P,0,12,0,41,53
2017,Uzbekistan,UZB,-,-,U,JR,P,0,0,5,0,5
2017,Uzbekistan,UZB,-,-,G,EO,P,5,0,10,11,26
2017,Uzbekistan,UZB,-,-,G,IN,C,46,0,80,46,172
2017,"Saint Vincent and the Grenadines",VCT,-,-,G,AR,P,0,0,10,0,10
2017,"Saint Vincent and the Grenadines",VCT,-,-,G,FI,P,11,0,20,13,44
2017,"Saint Vincent and the Grenadines",VCT,-,-,U,FI,P,5,0,0,0,5
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,FI,P,1633,113,3102,2357,7205
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,FA,P,0,0,109,654,763
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,AR,P,45,0,271,62,378
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,U,FI,P,66,0,0,5,71
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,FI,C,0,0,5,0,5
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,JR,P,0,0,5,14,19
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,NA,P,53,28,127,5,213
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,RA,P,0,0,0,5,5
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,TA,P,0,0,0,5,5
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,EO,P,41,0,58,37,136
2017,"Venezuela (Bolivarian Republic of)",VEN,-,-,G,IN,C,411,0,139,226,776
2017,Samoa,WSM,-,-,G,FI,P,0,0,15,0,15
2017,"Western Sahara",ESH,-,-,G,FA,P,0,0,0,5,5
2017,"Western Sahara",ESH,-,-,G,AR,P,28,5,207,0,240
2017,"Western Sahara",ESH,-,-,G,FI,P,56,20,1326,15,1417
2017,Yemen,YEM,-,-,U,FI,P,955,0,0,834,1789
2017,Yemen,YEM,-,-,G,FI,P,679,294,101,282,1356
2017,Yemen,YEM,-,-,G,FA,P,70,110,16,46,242
2017,Yemen,YEM,-,-,G,AR,P,0,10,37,35,82
2017,Yemen,YEM,-,-,J,FI,P,55,0,0,22,77
2017,Yemen,YEM,-,-,G,FI,C,0,43,0,5,48
2017,Yemen,YEM,-,-,G,AR,C,23,0,10,0,33
2017,Yemen,YEM,-,-,G,JR,P,0,0,5,80,85
2017,Yemen,YEM,-,-,G,NA,P,176,703,13,161,1053
2017,Yemen,YEM,-,-,G,RA,P,15,42,0,28,85
2017,Yemen,YEM,-,-,G,TA,P,0,36,0,36,72
2017,Yemen,YEM,-,-,U,JR,P,10,0,0,5,15
2017,Yemen,YEM,-,-,G,EO,P,5,0,5,11,21
2017,Yemen,YEM,-,-,G,IN,C,48,0,39,28,115
2017,Zambia,ZMB,-,-,G,FI,P,10,0,28,5,43
2017,Zambia,ZMB,-,-,G,AR,C,0,0,14,0,14
2017,Zambia,ZMB,-,-,G,NA,P,0,0,5,0,5
2017,Zambia,ZMB,-,-,G,AR,P,0,0,5,98,103
2017,Zambia,ZMB,-,-,G,IN,C,5,0,0,0,5
2017,Zimbabwe,ZWE,-,-,U,FI,P,20,0,31,5,56
2017,Zimbabwe,ZWE,-,-,G,AR,P,30,10,119,17978,18137
2017,Zimbabwe,ZWE,-,-,G,FI,P,132,16,3738,36,3922
2017,Zimbabwe,ZWE,-,-,U,AR,P,0,0,0,5,5
2017,Zimbabwe,ZWE,-,-,G,AR,C,64,0,155,5,224
2017,Zimbabwe,ZWE,-,-,G,JR,P,11,0,12,35,58
2017,Zimbabwe,ZWE,-,-,G,NA,P,98,13,195,36,342
2017,Zimbabwe,ZWE,-,-,G,RA,P,0,0,0,5,5
2017,Zimbabwe,ZWE,-,-,G,EO,P,5,0,5,0,10
2017,Zimbabwe,ZWE,-,-,G,IN,C,51,0,12,20,83
2018,Afghanistan,AFG,-,-,G,FI,P,7814,12515,12951,4239,37519
2018,Afghanistan,AFG,-,-,U,FI,P,2865,0,985,46760,50610
2018,Afghanistan,AFG,-,-,G,AR,P,367,511,1524,160,2562
2018,Afghanistan,AFG,-,-,G,FA,P,5638,2089,2620,1535,11882
2018,Afghanistan,AFG,-,-,U,AR,P,61,0,272,155,488
2018,Afghanistan,AFG,-,-,G,RA,P,617,612,2145,2275,5649
2018,Afghanistan,AFG,-,-,G,AR,C,408,0,377,47,832
2018,Afghanistan,AFG,-,-,G,JR,P,2030,9883,17301,9869,39083
2018,Afghanistan,AFG,-,-,G,NA,P,1994,4130,6143,3229,15496
2018,Afghanistan,AFG,-,-,G,FI,C,23,0,79,13,115
2018,Afghanistan,AFG,-,-,G,TA,P,0,293,0,419,712
2018,Afghanistan,AFG,-,-,U,JR,P,5,0,10,5,20
2018,Afghanistan,AFG,-,-,U,RA,P,0,0,0,5,5
2018,Afghanistan,AFG,-,-,G,EO,P,16,0,18,5,39
2018,Afghanistan,AFG,-,-,G,IN,C,70,0,26,17,113
2018,Albania,ALB,-,-,G,AR,P,246,403,4056,2817,7522
2018,Albania,ALB,-,-,G,FA,P,0,0,40,5,45
2018,Albania,ALB,-,-,G,FI,P,272,637,11822,1402,14133
2018,Albania,ALB,-,-,G,RA,P,30,11,442,1076,1559
2018,Albania,ALB,-,-,G,AR,C,166,0,238,21,425
2018,Albania,ALB,-,-,G,JR,P,5,90,1049,1686,2830
2018,Albania,ALB,-,-,G,NA,P,5,22,1683,356,2066
2018,Albania,ALB,-,-,G,EO,P,142,0,46,16,204
2018,Albania,ALB,-,-,G,IN,C,31,0,179,84,294
2018,Algeria,DZA,-,-,G,FI,P,225,113,4056,2061,6455
2018,Algeria,DZA,-,-,G,FA,P,0,0,176,441,617
2018,Algeria,DZA,-,-,G,RA,P,0,5,131,343,479
2018,Algeria,DZA,-,-,G,JR,P,5,11,404,668,1088
2018,Algeria,DZA,-,-,G,AR,P,34,49,396,1329,1808
2018,Algeria,DZA,-,-,G,AR,C,17,0,49,0,66
2018,Algeria,DZA,-,-,G,NA,P,12,20,763,890,1685
2018,Algeria,DZA,-,-,U,AR,P,0,0,0,5,5
2018,Algeria,DZA,-,-,U,FI,P,5,0,5,25,35
2018,Algeria,DZA,-,-,G,IN,C,21,0,40,19,80
2018,Angola,AGO,-,-,G,FA,P,0,5,29,12,46
2018,Angola,AGO,-,-,G,FI,P,128,60,1195,673,2056
2018,Angola,AGO,-,-,G,RA,P,0,5,75,5,85
2018,Angola,AGO,-,-,G,AR,P,92,29,414,31,566
2018,Angola,AGO,-,-,G,AR,C,10,0,20,0,30
2018,Angola,AGO,-,-,G,JR,P,5,5,45,127,182
2018,Angola,AGO,-,-,G,NA,P,12,32,123,145,312
2018,Angola,AGO,-,-,G,EO,P,10,0,29,0,39
2018,Angola,AGO,-,-,G,IN,C,18,0,113,20,151
2018,"Antigua and Barbuda",ATG,-,-,G,AR,P,0,0,5,0,5
2018,"Antigua and Barbuda",ATG,-,-,G,FI,P,5,0,22,0,27
2018,Egypt,EGY,-,-,G,FI,P,776,268,2485,545,4074
2018,Egypt,EGY,-,-,G,AR,P,257,5,433,184,879
2018,Egypt,EGY,-,-,G,FA,P,36,0,418,99,553
2018,Egypt,EGY,-,-,G,RA,P,15,0,155,125,295
2018,Egypt,EGY,-,-,G,AR,C,72,0,152,10,234
2018,Egypt,EGY,-,-,G,JR,P,134,21,488,553,1196
2018,Egypt,EGY,-,-,G,NA,P,83,28,498,212,821
2018,Egypt,EGY,-,-,U,AR,P,0,0,10,5,15
2018,Egypt,EGY,-,-,U,FI,P,42,0,40,85,167
2018,Egypt,EGY,-,-,G,TA,P,0,0,0,5,5
2018,Egypt,EGY,-,-,G,EO,P,32,0,15,21,68
2018,Egypt,EGY,-,-,G,IN,C,980,0,274,137,1391
2018,Argentina,ARG,-,-,G,FI,P,0,5,35,10,50
2018,Argentina,ARG,-,-,G,FA,P,0,0,5,0,5
2018,Argentina,ARG,-,-,G,NA,P,0,0,5,0,5
2018,Argentina,ARG,-,-,G,TA,P,0,5,0,0,5
2018,Argentina,ARG,-,-,G,RA,P,0,0,0,5,5
2018,Argentina,ARG,-,-,G,AR,P,0,0,0,10,10
2018,Argentina,ARG,-,-,G,EO,P,0,0,10,5,15
2018,Argentina,ARG,-,-,G,IN,C,0,0,21,44,65
2018,Armenia,ARM,-,-,G,AR,P,61,56,840,621,1578
2018,Armenia,ARM,-,-,G,FI,P,99,128,2432,285,2944
2018,Armenia,ARM,-,-,G,FA,P,5,13,174,37,229
2018,Armenia,ARM,-,-,G,RA,P,5,18,279,497,799
2018,Armenia,ARM,-,-,G,AR,C,5,0,14,0,19
2018,Armenia,ARM,-,-,G,JR,P,10,153,1713,2017,3893
2018,Armenia,ARM,-,-,G,NA,P,23,126,1896,644,2689
2018,Armenia,ARM,-,-,G,TA,P,0,0,0,5,5
2018,Armenia,ARM,-,-,G,EO,P,71,0,34,29,134
2018,Armenia,ARM,-,-,G,IN,C,87,0,119,42,248
2018,Australia,AUS,-,-,G,FI,P,0,0,5,0,5
2018,Australia,AUS,-,-,G,IN,C,0,0,5,5,10
2018,Austria,AUT,-,-,G,FI,P,0,0,5,5,10
2018,Austria,AUT,-,-,U,FI,P,0,0,0,5,5
2018,Austria,AUT,-,-,G,EO,P,10,0,0,0,10
2018,Azerbaijan,AZE,-,-,G,FA,P,11,0,20,33,64
2018,Azerbaijan,AZE,-,-,G,FI,P,286,40,766,338,1430
2018,Azerbaijan,AZE,-,-,G,RA,P,10,5,156,489,660
2018,Azerbaijan,AZE,-,-,G,AR,P,63,5,197,55,320
2018,Azerbaijan,AZE,-,-,G,AR,C,10,0,10,0,20
2018,Azerbaijan,AZE,-,-,G,JR,P,24,48,1094,1756,2922
2018,Azerbaijan,AZE,-,-,G,NA,P,134,74,1632,854,2694
2018,Azerbaijan,AZE,-,-,G,TA,P,0,0,0,14,14
2018,Azerbaijan,AZE,-,-,G,EO,P,10,0,0,0,10
2018,Azerbaijan,AZE,-,-,G,IN,C,63,0,70,22,155
2018,Bahrain,BHR,-,-,G,FI,P,37,0,16,5,58
2018,Bahrain,BHR,-,-,G,AR,C,5,0,5,0,10
2018,Bahrain,BHR,-,-,G,JR,P,0,0,5,5,10
2018,Bahrain,BHR,-,-,G,NA,P,10,5,5,0,20
2018,Bahrain,BHR,-,-,U,FI,P,0,0,0,19,19
2018,Bahrain,BHR,-,-,G,IN,C,0,0,5,0,5
2018,Barbados,BRB,-,-,G,FI,P,40,5,10,5,60
2018,Burundi,BDI,-,-,U,FI,P,10,0,0,10,20
2018,Burundi,BDI,-,-,G,FA,P,28,5,0,14,47
2018,Burundi,BDI,-,-,G,FI,P,4392,3091,642,8405,16530
2018,Burundi,BDI,-,-,G,RA,P,95,0,41,0,136
2018,Burundi,BDI,-,-,G,AR,P,32,0,10,133,175
2018,Burundi,BDI,-,-,U,AR,P,0,0,0,5,5
2018,Burundi,BDI,-,-,J,FI,P,0,0,0,5,5
2018,Burundi,BDI,-,-,G,AR,C,5,0,10,0,15
2018,Burundi,BDI,-,-,G,JR,P,0,0,26,0,26
2018,Burundi,BDI,-,-,G,NA,P,10,10,20,5,45
2018,Burundi,BDI,-,-,G,EO,P,10,0,10,0,20
2018,Burundi,BDI,-,-,G,IN,C,37,0,46,16,99
2018,Belgium,BEL,-,-,G,TA,P,0,0,0,31,31
2018,Belgium,BEL,-,-,G,IN,C,0,0,0,5,5
2018,Benin,BEN,-,-,U,FI,P,5,0,5,5,15
2018,Benin,BEN,-,-,G,FA,P,0,0,10,5,15
2018,Benin,BEN,-,-,G,FI,P,32,55,267,20,374
2018,Benin,BEN,-,-,G,RA,P,0,5,25,5,35
2018,Benin,BEN,-,-,U,AR,P,0,0,0,5,5
2018,Benin,BEN,-,-,G,AR,P,5,0,22,5,32
2018,Benin,BEN,-,-,G,JR,P,0,0,79,49,128
2018,Benin,BEN,-,-,G,NA,P,0,0,81,60,141
2018,Benin,BEN,-,-,G,EO,P,0,0,5,0,5
2018,Benin,BEN,-,-,G,IN,C,0,0,10,5,15
2018,Bangladesh,BGD,-,-,G,AR,P,588,125,2416,2082,5211
2018,Bangladesh,BGD,-,-,G,FI,P,599,2818,15979,727,20123
2018,Bangladesh,BGD,-,-,G,FA,P,35,19,173,111,338
2018,Bangladesh,BGD,-,-,G,RA,P,0,0,63,160,223
2018,Bangladesh,BGD,-,-,G,JR,P,25,31,964,427,1447
2018,Bangladesh,BGD,-,-,G,AR,C,202,0,820,30,1052
2018,Bangladesh,BGD,-,-,G,NA,P,30,17,268,80,395
2018,Bangladesh,BGD,-,-,U,AR,P,0,0,5,5,10
2018,Bangladesh,BGD,-,-,U,FI,P,0,0,25,73,98
2018,Bangladesh,BGD,-,-,G,TA,P,0,0,0,10,10
2018,Bangladesh,BGD,-,-,G,EO,P,218,0,143,31,392
2018,Bangladesh,BGD,-,-,G,IN,C,80,0,341,198,619
2018,Bahamas,BHS,-,-,G,AR,P,0,0,10,0,10
2018,Bahamas,BHS,-,-,G,FI,P,37,0,38,20,95
2018,Bahamas,BHS,-,-,G,EO,P,0,0,5,0,5
2018,Bahamas,BHS,-,-,G,IN,C,5,0,0,5,10
2018,Bhutan,BTN,-,-,G,FI,P,0,0,5,0,5
2018,Bhutan,BTN,-,-,G,AR,P,10,0,0,12,22
2018,Bhutan,BTN,-,-,G,NA,P,0,0,5,0,5
2018,Bhutan,BTN,-,-,G,EO,P,0,0,5,0,5
2018,Bhutan,BTN,-,-,G,IN,C,0,0,29,17,46
2018,"Burkina Faso",BFA,-,-,U,AR,P,0,0,10,0,10
2018,"Burkina Faso",BFA,-,-,U,FI,P,0,0,15,17,32
2018,"Burkina Faso",BFA,-,-,G,FA,P,0,0,15,0,15
2018,"Burkina Faso",BFA,-,-,G,FI,P,8503,206,770,20,9499
2018,"Burkina Faso",BFA,-,-,G,RA,P,5,0,25,13,43
2018,"Burkina Faso",BFA,-,-,G,AR,P,74,5,84,58,221
2018,"Burkina Faso",BFA,-,-,G,JR,P,0,5,61,74,140
2018,"Burkina Faso",BFA,-,-,G,NA,P,5,0,82,58,145
2018,"Burkina Faso",BFA,-,-,G,EO,P,10,0,10,0,20
2018,"Burkina Faso",BFA,-,-,G,IN,C,69,0,328,71,468
2018,Belarus,BLR,-,-,G,FA,P,0,5,29,90,124
2018,Belarus,BLR,-,-,G,FI,P,34,10,244,186,474
2018,Belarus,BLR,-,-,G,RA,P,0,0,46,89,135
2018,Belarus,BLR,-,-,G,AR,P,31,0,27,5,63
2018,Belarus,BLR,-,-,G,AR,C,5,0,5,0,10
2018,Belarus,BLR,-,-,G,JR,P,5,0,92,197,294
2018,Belarus,BLR,-,-,G,NA,P,0,5,73,144,222
2018,Belarus,BLR,-,-,G,EO,P,10,0,5,0,15
2018,Belarus,BLR,-,-,G,IN,C,131,0,221,48,400
2018,"Bolivia (Plurinational State of)",BOL,-,-,G,FI,P,10,0,43,15,68
2018,"Bolivia (Plurinational State of)",BOL,-,-,G,JR,P,0,0,16,5,21
2018,"Bolivia (Plurinational State of)",BOL,-,-,G,RA,P,0,0,11,0,11
2018,"Bolivia (Plurinational State of)",BOL,-,-,G,AR,P,0,0,0,15,15
2018,"Bolivia (Plurinational State of)",BOL,-,-,G,EO,P,0,0,5,5,10
2018,"Bolivia (Plurinational State of)",BOL,-,-,G,IN,C,5,0,16,18,39
2018,Botswana,BWA,-,-,G,FI,P,13,0,25,10,48
2018,Botswana,BWA,-,-,G,AR,C,0,0,10,0,10
2018,Botswana,BWA,-,-,G,NA,P,0,0,5,0,5
2018,Brazil,BRA,-,-,G,AR,P,5,0,50,98,153
2018,Brazil,BRA,-,-,G,FA,P,0,0,5,0,5
2018,Brazil,BRA,-,-,G,FI,P,55,27,262,70,414
2018,Brazil,BRA,-,-,G,RA,P,0,0,5,0,5
2018,Brazil,BRA,-,-,G,AR,C,0,0,5,0,5
2018,Brazil,BRA,-,-,G,JR,P,0,0,10,5,15
2018,Brazil,BRA,-,-,G,NA,P,0,0,13,0,13
2018,Brazil,BRA,-,-,G,EO,P,22,0,179,149,350
2018,Brazil,BRA,-,-,G,IN,C,108,0,181,503,792
2018,"Bosnia and Herzegovina",BIH,-,-,G,FA,P,0,0,20,13,33
2018,"Bosnia and Herzegovina",BIH,-,-,G,FI,P,24,71,695,77,867
2018,"Bosnia and Herzegovina",BIH,-,-,G,RA,P,0,0,68,426,494
2018,"Bosnia and Herzegovina",BIH,-,-,G,AR,P,16,10,140,174,340
2018,"Bosnia and Herzegovina",BIH,-,-,G,JR,P,0,27,236,352,615
2018,"Bosnia and Herzegovina",BIH,-,-,G,NA,P,0,5,346,68,419
2018,"Bosnia and Herzegovina",BIH,-,-,G,EO,P,0,0,10,5,15
2018,"Bosnia and Herzegovina",BIH,-,-,G,IN,C,10,0,11,5,26
2018,Bulgaria,BGR,-,-,G,FI,P,11,0,5,20,36
2018,Bulgaria,BGR,-,-,G,NA,P,0,0,5,5,10
2018,Bulgaria,BGR,-,-,G,AR,P,5,0,0,0,5
2018,Bulgaria,BGR,-,-,G,IN,C,5,0,13,13,31
2018,Belize,BLZ,-,-,G,FI,P,5,0,0,0,5
2018,Belize,BLZ,-,-,G,EO,P,0,0,23,0,23
2018,Belize,BLZ,-,-,G,IN,C,0,0,5,10,15
2018,Cambodia,KHM,-,-,G,AR,P,10,0,10,5,25
2018,Cambodia,KHM,-,-,G,FI,P,15,0,336,44,395
2018,Cambodia,KHM,-,-,G,NA,P,0,0,14,5,19
2018,Cambodia,KHM,-,-,G,FA,P,0,0,0,10,10
2018,Cambodia,KHM,-,-,U,FI,P,47,0,124,108,279
2018,Cambodia,KHM,-,-,U,AR,P,0,0,39,5,44
2018,Cambodia,KHM,-,-,G,EO,P,0,0,5,5,10
2018,Cambodia,KHM,-,-,G,IN,C,16,0,5,0,21
2018,Canada,CAN,-,-,G,FI,P,0,0,10,0,10
2018,Canada,CAN,-,-,G,NA,P,0,0,5,0,5
2018,Canada,CAN,-,-,G,JR,P,0,0,0,5,5
2018,Canada,CAN,-,-,G,IN,C,0,0,5,5,10
2018,"Central African Rep.",CAF,-,-,U,FI,P,2590,0,92,68,2750
2018,"Central African Rep.",CAF,-,-,G,FI,P,432,153,350,122,1057
2018,"Central African Rep.",CAF,-,-,G,FA,P,438,0,15,181,634
2018,"Central African Rep.",CAF,-,-,U,AR,P,39,0,36,0,75
2018,"Central African Rep.",CAF,-,-,U,RA,P,104,0,5,49,158
2018,"Central African Rep.",CAF,-,-,J,FI,P,775,0,0,14,789
2018,"Central African Rep.",CAF,-,-,G,AR,P,46,58,137,28,269
2018,"Central African Rep.",CAF,-,-,G,JR,P,0,0,23,14,37
2018,"Central African Rep.",CAF,-,-,G,NA,P,0,0,18,10,28
2018,"Central African Rep.",CAF,-,-,G,IN,C,14,0,5,0,19
2018,Chad,TCD,-,-,U,FI,P,44,0,56,39,139
2018,Chad,TCD,-,-,G,FI,P,223,48,723,30,1024
2018,Chad,TCD,-,-,G,AR,P,90,11,172,26,299
2018,Chad,TCD,-,-,G,FA,P,56,0,18,35,109
2018,Chad,TCD,-,-,U,AR,P,0,0,17,5,22
2018,Chad,TCD,-,-,U,RA,P,0,0,12,0,12
2018,Chad,TCD,-,-,G,JR,P,0,0,10,78,88
2018,Chad,TCD,-,-,G,NA,P,0,5,37,69,111
2018,Chad,TCD,-,-,G,RA,P,0,0,5,36,41
2018,Chad,TCD,-,-,J,FI,P,0,0,0,23,23
2018,Chad,TCD,-,-,G,EO,P,0,0,5,0,5
2018,Chad,TCD,-,-,G,IN,C,23,0,20,5,48
2018,China,CHN,-,-,G,AR,P,2132,0,1501,2631,6264
2018,China,CHN,-,-,G,FI,P,2375,244,7140,2102,11861
2018,China,CHN,-,-,G,FA,P,81,10,468,434,993
2018,China,CHN,-,-,G,RA,P,5,5,38,37,85
2018,China,CHN,-,-,G,AR,C,43,0,171,12,226
2018,China,CHN,-,-,G,JR,P,42,5,194,266,507
2018,China,CHN,-,-,G,NA,P,65,5,211,177,458
2018,China,CHN,-,-,U,FI,P,31,0,10,20,61
2018,China,CHN,-,-,G,FI,C,5,0,0,0,5
2018,China,CHN,-,-,U,AR,P,5,0,10,5,20
2018,China,CHN,-,-,G,EO,P,1388,0,552,193,2133
2018,China,CHN,-,-,G,IN,C,3041,0,4125,2267,9433
2018,Chile,CHL,-,-,G,FI,P,17,0,79,10,106
2018,Chile,CHL,-,-,G,AR,P,0,0,26,0,26
2018,Chile,CHL,-,-,G,JR,P,0,0,22,10,32
2018,Chile,CHL,-,-,G,RA,P,0,0,5,0,5
2018,Chile,CHL,-,-,G,EO,P,0,0,5,5,10
2018,Chile,CHL,-,-,G,IN,C,0,0,10,17,27
2018,Cameroon,CMR,-,-,U,AR,P,5,0,76,43,124
2018,Cameroon,CMR,-,-,U,FI,P,54,0,226,739,1019
2018,Cameroon,CMR,-,-,U,RA,P,0,0,0,5,5
2018,Cameroon,CMR,-,-,G,AR,P,119,15,264,296,694
2018,Cameroon,CMR,-,-,G,FI,P,845,367,2376,304,3892
2018,Cameroon,CMR,-,-,G,FA,P,40,5,94,49,188
2018,Cameroon,CMR,-,-,G,RA,P,10,5,169,92,276
2018,Cameroon,CMR,-,-,G,AR,C,66,0,66,0,132
2018,Cameroon,CMR,-,-,G,JR,P,0,11,140,619,770
2018,Cameroon,CMR,-,-,G,NA,P,44,64,926,431,1465
2018,Cameroon,CMR,-,-,J,FI,P,5,0,0,40,45
2018,Cameroon,CMR,-,-,G,TA,P,0,0,0,11,11
2018,Cameroon,CMR,-,-,G,EO,P,341,0,135,25,501
2018,Cameroon,CMR,-,-,G,IN,C,260,0,198,72,530
2018,Congo,COG,-,-,U,AR,P,0,0,20,10,30
2018,Congo,COG,-,-,U,FI,P,5,0,38,55,98
2018,Congo,COG,-,-,G,FA,P,5,5,5,228,243
2018,Congo,COG,-,-,G,FI,P,227,56,1156,103,1542
2018,Congo,COG,-,-,G,RA,P,0,0,21,5,26
2018,Congo,COG,-,-,G,AR,P,132,22,517,194,865
2018,Congo,COG,-,-,G,AR,C,5,0,11,5,21
2018,Congo,COG,-,-,G,JR,P,0,5,22,17,44
2018,Congo,COG,-,-,G,NA,P,5,5,24,10,44
2018,Congo,COG,-,-,G,TA,P,0,0,0,5,5
2018,"Dem. Rep. of the Congo",COD,-,-,U,AR,P,0,0,92,25,117
2018,"Dem. Rep. of the Congo",COD,-,-,U,FI,P,72,0,138,582,792
2018,"Dem. Rep. of the Congo",COD,-,-,G,FI,P,38932,10971,6855,7082,63840
2018,"Dem. Rep. of the Congo",COD,-,-,G,AR,P,640,87,2054,1190,3971
2018,"Dem. Rep. of the Congo",COD,-,-,G,FA,P,152,10,75,302,539
2018,"Dem. Rep. of the Congo",COD,-,-,G,RA,P,20,10,318,41,389
2018,"Dem. Rep. of the Congo",COD,-,-,U,RA,P,5,0,0,0,5
2018,"Dem. Rep. of the Congo",COD,-,-,J,FI,P,5,5,131,231,372
2018,"Dem. Rep. of the Congo",COD,-,-,G,AR,C,60,0,62,5,127
2018,"Dem. Rep. of the Congo",COD,-,-,G,JR,P,0,22,130,161,313
2018,"Dem. Rep. of the Congo",COD,-,-,G,NA,P,40,31,166,43,280
2018,"Dem. Rep. of the Congo",COD,-,-,G,TA,P,0,0,0,10,10
2018,"Dem. Rep. of the Congo",COD,-,-,G,EO,P,46,0,82,10,138
2018,"Dem. Rep. of the Congo",COD,-,-,G,IN,C,196,0,229,72,497
2018,Comoros,COM,-,-,G,AR,P,0,0,61,41,102
2018,Comoros,COM,-,-,G,FI,P,20,5,249,5,279
2018,Comoros,COM,-,-,G,NA,P,0,0,5,5,10
2018,Colombia,COL,-,-,G,AR,P,25,14,445,118,602
2018,Colombia,COL,-,-,G,FI,P,1489,103,3137,1794,6523
2018,Colombia,COL,-,-,G,FA,P,4468,0,1100,35,5603
2018,Colombia,COL,-,-,J,FI,P,5,0,0,0,5
2018,Colombia,COL,-,-,U,AR,P,0,0,5,0,5
2018,Colombia,COL,-,-,U,FI,P,5,0,0,10,15
2018,Colombia,COL,-,-,G,AR,C,0,0,10,0,10
2018,Colombia,COL,-,-,G,JR,P,0,0,139,28,167
2018,Colombia,COL,-,-,G,NA,P,0,5,116,10,131
2018,Colombia,COL,-,-,G,RA,P,0,0,5,0,5
2018,Colombia,COL,-,-,G,EO,P,22,0,105,58,185
2018,Colombia,COL,-,-,G,IN,C,192,0,732,296,1220
2018,"Costa Rica",CRI,-,-,G,AR,P,0,0,5,5,10
2018,"Costa Rica",CRI,-,-,G,FI,P,5,5,15,0,25
2018,"Costa Rica",CRI,-,-,G,EO,P,0,0,10,10,20
2018,"Costa Rica",CRI,-,-,G,IN,C,0,0,16,78,94
2018,Cuba,CUB,-,-,G,AR,P,0,0,114,5,119
2018,Cuba,CUB,-,-,G,FI,P,209,23,984,4559,5775
2018,Cuba,CUB,-,-,G,FA,P,0,0,37,5,42
2018,Cuba,CUB,-,-,U,FI,P,71,0,28,79,178
2018,Cuba,CUB,-,-,G,AR,C,0,0,5,0,5
2018,Cuba,CUB,-,-,G,JR,P,0,0,96,36,132
2018,Cuba,CUB,-,-,G,NA,P,0,0,61,23,84
2018,Cuba,CUB,-,-,G,RA,P,0,0,5,10,15
2018,Cuba,CUB,-,-,G,TA,P,0,0,0,5,5
2018,Cuba,CUB,-,-,G,EO,P,249,0,332,177,758
2018,Cuba,CUB,-,-,G,IN,C,5,0,5,32,42
2018,"Cabo Verde",CPV,-,-,G,FI,P,0,0,10,10,20
2018,Cyprus,CYP,-,-,G,FI,P,5,0,0,0,5
2018,Czechia,CZE,-,-,G,FA,P,0,0,0,5,5
2018,Czechia,CZE,-,-,G,FI,P,77,0,10,78,165
2018,Djibouti,DJI,-,-,U,AR,P,0,0,5,0,5
2018,Djibouti,DJI,-,-,G,FI,P,330,10,161,17,518
2018,Djibouti,DJI,-,-,G,RA,P,5,0,55,10,70
2018,Djibouti,DJI,-,-,G,AR,P,37,5,35,0,77
2018,Djibouti,DJI,-,-,G,JR,P,0,0,5,10,15
2018,Djibouti,DJI,-,-,G,NA,P,5,0,5,5,15
2018,Djibouti,DJI,-,-,G,IN,C,12,0,5,5,22
2018,Dominica,DMA,-,-,G,FI,P,10,0,5,10,25
2018,Dominica,DMA,-,-,G,IN,C,0,0,0,10,10
2018,"Dominican Rep.",DOM,-,-,G,AR,P,0,0,58,15,73
2018,"Dominican Rep.",DOM,-,-,G,FI,P,10,5,667,141,823
2018,"Dominican Rep.",DOM,-,-,G,NA,P,0,0,5,0,5
2018,"Dominican Rep.",DOM,-,-,G,EO,P,5,0,66,84,155
2018,"Dominican Rep.",DOM,-,-,G,IN,C,12,0,19,64,95
2018,Ecuador,ECU,-,-,G,AR,P,0,0,37,741,778
2018,Ecuador,ECU,-,-,G,FI,P,5,5,55,15,80
2018,Ecuador,ECU,-,-,G,JR,P,0,0,10,5,15
2018,Ecuador,ECU,-,-,G,EO,P,111,0,410,304,825
2018,Ecuador,ECU,-,-,G,IN,C,43,0,478,1478,1999
2018,"Equatorial Guinea",GNQ,-,-,G,FI,P,10,5,10,0,25
2018,"Equatorial Guinea",GNQ,-,-,G,JR,P,0,0,5,5,10
2018,"Equatorial Guinea",GNQ,-,-,G,NA,P,0,0,5,0,5
2018,"Equatorial Guinea",GNQ,-,-,G,IN,C,0,0,5,0,5
